,StudentID,Year,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15
61,190092,11,1CARE,1PD,1EGH,1FOH,1MGM,1PSC,1STU,1CSD,1PPS,1SOR,2RPJ,,,,
62,190094,11,1CARE,1PD,1CEM,1EGH,1MGM,1MOD,1PSC,1STU,1CSD,2RPJ,,,,,
63,190095,11,1CARE,1PD,1CSD,1ETE,1MEM,1PPP,1STU,1HEW,1SOR,,,,,,
64,190097,11,1CARE,1PD,V3BUS,1ETELT,1MEMN,1MOD,1NUT,1CSD,1STU,,,,,,
65,190102,11,1CARE,1PD,1CEM,1EAL,1MAM,1PHD,1PYI,2RPJ,,,,,,,
66,190107,11,1CARE,1PD,V2ENGINE,1EGH,1MAM,1PYI,1FOH,1MGM,,,,,,,
67,190109,11,1CARE,1PD,1EGH,1FOH,1MGM,1PSC,1STU,1CSD,1ETELT,1MRSFD,1SOR,,,,
68,190110,11,1CARE,1PD,1ETE,1MGM,1MOD,1MRSM,1RES,1MRSW,1PHD,1SOR,,,,,
69,190111,11,1CARE,1PD,1BGY,1CEM,1EGH,1MAM,1PYI,2RPJ,,,,,,,
70,190112,11,1CARE,1PD,XTPST,1EGH,1MEM,1MOD,1OUT,1PPP,1STU,1CSD,1SOR,,,,
71,190113,11,1CARE,1PD,1BGY,1CEM,1CSD,1EGH,1MGM,1NUT,1SOR,2RPJ,,,,,
72,190114,11,1CARE,1PD,1ETELT,1MEMN,1PHD,1MGM,1MRSFD,1MRSM,1MRSW,,,,,,
73,190115,11,1CARE,1PD,1BGY,1CEM,1ETE,1MGM,1PHD,1STU,1HEWPED,1OUT,2RPJ,,,,
74,190116,11,1CARE,1PD,V2ELEC,1ETE,1MEM,1MRSM,1PHD,,,,,,,,
75,190118,11,1CARE,1PD,1ETE,1HEW,1MEMN,1OUT,1PHD,1STU,1MEM,,,,,,
76,190119,11,1CARE,1PD,1ETELT,1MEMN,1MOD,1PHD,1STU,1FOH,1MEM,1SOR,,,,,
77,190120,11,1CARE,1PD,1CEM,1EGH,1MGM,1MRSW,1PYI,1RES,1ETE,1FOH,2RPJ,,,,
78,190123,11,1CARE,1PD,XTPST,1EGH,1FOH,1MGM,1MRSJ,1MRSW,1PHD,1CSD,2RPJ,,,,
79,190126,11,1CARE,1PD,1ETELT,1MEMN,1MRSJ,1PHD,1PPP,1FOH,1HEW,1MRSFD,,,,,
80,190127,11,1CARE,1PD,1DCSPH,1EGH,1IESDPRO,1MGM,1NUT,1PPP,,,,,,,
81,190130,11,1CARE,1PD,2ILBPWR,1ETE,1MGM,1OUT,1PHD,1FOH,,,,,,,
82,190131,11,1CARE,1PD,1ETELT,1HEW,1MEMN,1PPP,1HEWPED,1MRSFD,1PSC,,,,,,
83,190132,11,1CARE,1PD,V2CON,1ETE,1MEM,1MRSW,1MRSM,,,,,,,,
84,190133,11,1CARE,1PD,1EGH,1MEM,1MOD,1NUT,1PPP,1CSD,1ETE,1HEWPED,1PSC,,,,
85,190135,11,1CARE,1PD,1DCSPH,1ETELT,1MEMN,1MRSJ,1VAA,1MRSFD,1MRSW,,,,,,
86,190137,11,1CARE,1PD,1BGY,1CEM,1EGH,1MGM,1STU,2RPJ,,,,,,,
87,190139,11,1CARE,1PD,1BGY,1CSD,1EAL,1MGM,1STU,2RPJ,,,,,,,
88,190140,11,1CARE,1PD,1EAL,1MEM,1NUT,1FOH,1HEW,1MRSFD,,,,,,,
89,190141,11,1CARE,1PD,1ETELT,1HEW,1MEMN,1MOD,1PHD,1RES,1MRSM,1SOR,,,,,
90,190142,11,1CARE,1PD,XTPST,1BGY,1EAL,1HEW,1MGM,1PYI,1STU,2RPJ,,,,,
91,190143,11,1CARE,1PD,V2CON,1EAL,1MEM,1PHD,1MRSW,,,,,,,,
92,190144,11,1CARE,1PD,1EAL,1MAM,1MAMSP,1MOD,1PYI,1HEW,2RPJ,,,,,,
93,190147,11,1CARE,1PD,1EAL,1MEM,1MOD,1STU,1CSD,1DCSPH,1FOH,,,,,,
94,190148,11,1CARE,1PD,1BGY,1CSD,1EAL,1HEW,1MGM,1SOR,2RPJ,,,,,,
95,190149,11,1CARE,1PD,1CEM,1EAL,1MGM,1MOD,1PHD,1PYI,1MRSW,,,,,,
96,190152,11,1CARE,1PD,1BGY,1CEM,1EAL,1MGM,1STU,2RPJ,,,,,,,
97,190157,11,1CARE,1PD,XTPST,1BGY,1CEM,1EAL,1MAM,1PHD,2RPJ,,,,,,
98,190158,11,1CARE,1PD,1ETELT,1MEM,1MRSW,1OUT,1PHD,1MRSM,,,,,,,
99,190162,11,1CARE,1PD,1ETE,1HEW,1MEM,1FOH,1PHD,,,,,,,,
100,190164,11,1CARE,1PD,1CSD,1EGH,1HEW,1MGM,1PHD,1HEWPED,1MRSFD,2RPJ,,,,,
101,190165,11,1CARE,1PD,V2FDPRO,1CSD,1EGH,1FOH,1MGM,1MRSFD,,,,,,,
102,190166,11,1CARE,1PD,1EGH,1HEW,1MEM,1OUT,1VAA,,,,,,,,
103,190167,11,1CARE,1PD,V2PLUMB,1ETELT,1MEMN,1MRSM,1OUT,1FOH,1MRSW,,,,,,
104,190170,11,1CARE,1PD,1BGY,1CEM,1EAL,1MAM,1PYI,1OUT,,,,,,,
105,190171,11,1CARE,1CXM2,1EPM2,1HWM2,1MPM2,1PD,1PLM1,1SFM2,1SOM2,,,,,,
106,190175,11,1CARE,1PD,XTPST,1BGY,1CEM,1EGH,1MAM,1PSC,2RPJ,,,,,,
107,190176,11,1CARE,1PD,1EAL,1MGM,1PHD,1RES,1STU,1MRSW,1PSC,2RPJ,,,,,
108,190178,11,1CARE,1PD,1BGY,1CSD,1EGH,1MEM,1OUT,1STU,1ETE,1SOR,2RPJ,,,,
109,190179,11,1CARE,1PD,1ETE,1MGM,1PYI,1MRSFD,,,,,,,,,
110,190181,11,1CARE,1PD,1CEM,1CSD,1ETE,1NUT,1FOH,1MGM,1MRSW,2RPJ,,,,,
111,190182,11,1CARE,1PD,V2PLUMB,1EGH,1MEM,1MRSM,1VAA,1FOH,1PHD,,,,,,
112,190184,11,1CARE,1PD,V3ECHEDU,1CSD,1ETE,1MGM,1MRSW,1SOR,,,,,,,
113,190186,11,1CARE,1PD,V2CON,1ETE,1MGM,1PHD,1ETELT,1FOH,1MRSW,,,,,,
114,190188,11,1CARE,1PD,1CSD,1ETELT,1HEW,1MEMN,1PSC,1VAA,1BGY,1OUT,,,,,
115,190189,11,1CARE,1PD,1BGY,1ETELT,1HEW,1MGM,1PHD,1STU,1HEWPED,1MEMN,1MRSW,,,,
116,190191,11,1CARE,1PD,V2ELEC,1ETE,1MGM,1MRSM,1PHD,1MRSW,,,,,,,
117,190192,11,1CARE,1CXM2,1EPM2,1HWM2,1MPM2,1PD,1PLM1,1SFM2,1SOM2,,,,,,
118,190193,11,1CARE,1CXM2,1EPM2,1HWM2,1MPM2,1PD,1PLM1,1SFM2,1SOM2,,,,,,
119,190201,11,1CARE,,,,,,,,,,,,,,
120,190204,11,1CARE,1PD,1CSD,1ETELT,1MGM,1OUT,1PHD,1MEM,,,,,,,
121,190205,11,1CARE,1PD,1CEM,1CSD,1EGH,1MGM,1MRSM,1MRSW,1MEM,1OUT,2RPJ,,,,
122,190206,11,1CARE,1PD,1EGH,1MAM,1PHD,1PYI,1RES,1MRSM,2RPJ,,,,,,
123,190207,11,1CARE,1PD,V3HESER,1ETE,1MEM,1PHD,1OUT,,,,,,,,
124,190208,11,1CARE,1PD,V3ECHEDU,1CSD,1EGH,1MGM,1ETE,1OUT,,,,,,,
125,190210,11,1CARE,1PD,V2CON,1ETE,1MEM,1MRSW,1PHD,,,,,,,,
126,190211,11,1CARE,1PD,1ETELT,1MEMN,1OUT,1HEWPED,,,,,,,,,
127,190213,11,V2ELEC,,,,,,,,,,,,,,
128,190215,11,1CARE,1PD,1BGY,1EGH,1MAM,1OUT,1PYI,1RES,2RPJ,,,,,,
129,190216,11,1CARE,,,,,,,,,,,,,,
130,190218,11,1CARE,1PD,1EAL,1MEM,1MOD,1STU,1VAA,1CSD,1HEW,1SOR,,,,,
131,190219,11,1CARE,1PD,V2FDPRO,1CSD,1ETELT,1MEMN,,,,,,,,,
132,190220,11,1CARE,1PD,1BGY,1CEM,1EAL,1MAM,1OUT,1PHD,,,,,,,
133,190221,11,1CARE,1PD,,,,,,,,,,,,,
134,190254,11,1CARE,1PD,V3ECHEDU,1CSD,1EGH,1MGM,1MRSJ,1ETE,1FOH,1OUT,,,,,
135,190262,11,1CARE,1PD,1ETE,1MEM,1MPM10M,1PHD,1VAA,1FOH,1MRSM,1MRSW,,,,,
136,190271,11,1CARE,1PD,1ETELT,1FOH,1MEM,1OUT,1PHD,1STU,1HEW,1MRSW,1SOR,,,,
137,190272,11,1CARE,1PD,V2CON,1ETELT,1MEMN,1MRSW,1NUT,1MRSFD,1MRSM,,,,,,
138,190273,11,1CARE,1PD,1EGH,1MEMN,1MRSM,1OUT,1PHD,1PPP,1HEW,1MRSFD,1PPS,1SOR,,,
139,190274,11,1CARE,1PD,V2CON,1ETELT,1MEM,1OUT,1PHD,1MRSM,1MRSW,,,,,,
140,190290,11,1CARE,1PD,1EGH,1FOH,1HEW,1MEMN,1MOD,1NUT,1ETE,1HEWPED,1MRSFD,1PPS,,,
141,190304,11,1CARE,1PD,1ETELT,1HEW,1MEMN,1PHD,1MRSFD,,,,,,,,
142,190324,11,1CARE,1PD,1DCSPH,1ETELT,1IESDPRO,1MEM,1FOH,,,,,,,,
143,190325,11,1CARE,1PD,1DCSPH,1ETELT,1MEMN,1MRSW,1STU,1HEW,1MEM,2RPJ,,,,,
283,200265,11,1CARE,1PD,1ETELT,1MEM,1MRSM,1PHD,1STU,1HEW,1OUT,,,,,,
284,200269,11,1CARE,1PD,V3ECHEDU,1ETE,1FOH,1MEM,1CSD,,,,,,,,
285,200274,11,1CARE,1PD,XTPST,1EAL,1MGM,1PHD,1PPP,1PYI,1STU,1OUT,1PSC,2RPJ,,,
286,200282,11,1CARE,1PD,,,,,,,,,,,,,
287,200283,11,1CARE,1PD,1BGY,1CEM,1EAL,1MAM,1PHD,1PYI,1CSD,2RPJ,,,,,
289,200290,11,1CARE,1PD,V2AUTO,1ETELT,1MEM,1MRSM,,,,,,,,,
463,210227,11,1CARE,1PD,V2CON,1ETELT,1MEM,1VAA,,,,,,,,,
466,210230,11,1CARE,1PD,1CEM,1EGH,1MAM,1PYI,1STU,1MGM,1PSC,2RPJ,,,,,
467,210231,11,1CARE,1PD,1ETELT,1MEM,1NUT,1FOH,1HEW,1SOR,,,,,,,
483,210249,11,1CARE,1PD,1CEM,1ETE,1ETELT,1HEW,1MEM,1MOD,1STU,1HEWPED,1PHD,1VAA,,,
487,210295,11,1CARE,1PD,2ILBPWR,1ETELT,1MEM,1PHD,1MRSW,,,,,,,,
489,210300,11,1CARE,1PD,1CSD,1ETELT,1MEMN,1MOD,1STU,1SOR,,,,,,,
491,210306,11,1CARE,1PD,V2PLUMB,1ETELT,1MEMN,1MRSM,1MRSW,1VAA,,,,,,,
497,210318,11,1CARE,1PD,1DCSPH,1ETELT,1MEM,1MRSJ,1STU,1VAA,1FOH,1HEW,,,,,
504,210329,11,1CARE,1PD,1CVM10M,1DTMHE,1EPM10M,1HWM10M,1MPM10M,,,,,,,,
505,210331,11,1CARE,1PD,1ETELT,1MEM,1OUT,1PHD,1STU,1FOH,1MRSW,2RPJ,,,,,
506,210332,11,1CARE,1PD,1BGY,1CSD,1EAL,1MGM,1MRSJ,1STU,1MRSW,2RPJ,,,,,
512,210341,11,1CARE,1PD,1ETE,1HEW,1MEMN,1NUT,1ETELT,1FOH,,,,,,,
865,220418,11,1CARE,V2CON,1ETE,1FOH,1MEM,,,,,,,,,,
866,220421,11,1CARE,1PD,V3BUS,1DCSPH,1ETELT,1MGM,1PHD,1MRSW,1PSC,,,,,,
867,220422,11,1CARE,1PD,1ETE,1FOH,1MEM,1MRSM,1RES,1HEWPED,1MRSW,1PHD,,,,,
868,220423,11,1CARE,1PD,1EAL,1MEM,1MRSJ,1PHD,1STU,1VAA,,,,,,,
880,220437,11,1CARE,1PD,V2CON,1ETE,1MEM,1MRSM,,,,,,,,,
887,220448,11,1CARE,1PD,XTPST,1ETELT,1MEMN,1MRSJ,1PPP,1STU,1CSD,1MGM,1PYI,1VAA,2RPJ,,
898,220461,11,1CARE,1PD,1CEM,1ETE,1MAM,1MAMSP,1PYI,1RES,1EAL,2RPJ,,,,,
