,StudentID,Year,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15
61,190092,11,1CARE,1PD,1EGH,1FOH,1MGM,1PSC,1STU,1CSD,1PPS,1SOR,2RPJ,,,,
62,190094,11,1CARE,1PD,1CEM,1EGH,1MGM,1MOD,1PSC,1STU,1CSD,2RPJ,,,,,
63,190095,11,1CARE,1PD,1CSD,1ETE,1MEM,1PPP,1STU,1HEW,1SOR,,,,,,
64,190097,11,1CARE,1PD,V3BUS,1ETELT,1MEMN,1MOD,1NUT,1CSD,1STU,,,,,,
65,190102,11,1CARE,1PD,1CEM,1EAL,1MAM,1PHD,1PYI,2RPJ,,,,,,,
66,190107,11,1CARE,1PD,V2ENGINE,1EGH,1MAM,1PYI,1FOH,1MGM,,,,,,,
67,190109,11,1CARE,1PD,1EGH,1FOH,1MGM,1PSC,1STU,1CSD,1ETELT,1MRSFD,1SOR,,,,
68,190110,11,1CARE,1PD,1ETE,1MGM,1MOD,1MRSM,1RES,1MRSW,1PHD,1SOR,,,,,
69,190111,11,1CARE,1PD,1BGY,1CEM,1EGH,1MAM,1PYI,2RPJ,,,,,,,
70,190112,11,1CARE,1PD,XTPST,1EGH,1MEM,1MOD,1OUT,1PPP,1STU,1CSD,1SOR,,,,
71,190113,11,1CARE,1PD,1BGY,1CEM,1CSD,1EGH,1MGM,1NUT,1SOR,2RPJ,,,,,
72,190114,11,1CARE,1PD,1ETELT,1MEMN,1PHD,1MGM,1MRSFD,1MRSM,1MRSW,,,,,,
73,190115,11,1CARE,1PD,1BGY,1CEM,1ETE,1MGM,1PHD,1STU,1HEWPED,1OUT,2RPJ,,,,
74,190116,11,1CARE,1PD,V2ELEC,1ETE,1MEM,1MRSM,1PHD,,,,,,,,
75,190118,11,1CARE,1PD,1ETE,1HEW,1MEMN,1OUT,1PHD,1STU,1MEM,,,,,,
76,190119,11,1CARE,1PD,1ETELT,1MEMN,1MOD,1PHD,1STU,1FOH,1MEM,1SOR,,,,,
77,190120,11,1CARE,1PD,1CEM,1EGH,1MGM,1MRSW,1PYI,1RES,1ETE,1FOH,2RPJ,,,,
78,190123,11,1CARE,1PD,XTPST,1EGH,1FOH,1MGM,1MRSJ,1MRSW,1PHD,1CSD,2RPJ,,,,
79,190126,11,1CARE,1PD,1ETELT,1MEMN,1MRSJ,1PHD,1PPP,1FOH,1HEW,1MRSFD,,,,,
80,190127,11,1CARE,1PD,1DCSPH,1EGH,1IESDPRO,1MGM,1NUT,1PPP,,,,,,,
81,190130,11,1CARE,1PD,2ILBPWR,1ETE,1MGM,1OUT,1PHD,1FOH,,,,,,,
82,190131,11,1CARE,1PD,1ETELT,1HEW,1MEMN,1PPP,1HEWPED,1MRSFD,1PSC,,,,,,
83,190132,11,1CARE,1PD,V2CON,1ETE,1MEM,1MRSW,1MRSM,,,,,,,,
84,190133,11,1CARE,1PD,1EGH,1MEM,1MOD,1NUT,1PPP,1CSD,1ETE,1HEWPED,1PSC,,,,
85,190135,11,1CARE,1PD,1DCSPH,1ETELT,1MEMN,1MRSJ,1VAA,1MRSFD,1MRSW,,,,,,
86,190137,11,1CARE,1PD,1BGY,1CEM,1EGH,1MGM,1STU,2RPJ,,,,,,,
87,190139,11,1CARE,1PD,1BGY,1CSD,1EAL,1MGM,1STU,2RPJ,,,,,,,
88,190140,11,1CARE,1PD,1EAL,1MEM,1NUT,1FOH,1HEW,1MRSFD,,,,,,,
89,190141,11,1CARE,1PD,1ETELT,1HEW,1MEMN,1MOD,1PHD,1RES,1MRSM,1SOR,,,,,
90,190142,11,1CARE,1PD,XTPST,1BGY,1EAL,1HEW,1MGM,1PYI,1STU,2RPJ,,,,,
91,190143,11,1CARE,1PD,V2CON,1EAL,1MEM,1PHD,1MRSW,,,,,,,,
92,190144,11,1CARE,1PD,1EAL,1MAM,1MAMSP,1MOD,1PYI,1HEW,2RPJ,,,,,,
93,190147,11,1CARE,1PD,1EAL,1MEM,1MOD,1STU,1CSD,1DCSPH,1FOH,,,,,,
94,190148,11,1CARE,1PD,1BGY,1CSD,1EAL,1HEW,1MGM,1SOR,2RPJ,,,,,,
95,190149,11,1CARE,1PD,1CEM,1EAL,1MGM,1MOD,1PHD,1PYI,1MRSW,,,,,,
96,190152,11,1CARE,1PD,1BGY,1CEM,1EAL,1MGM,1STU,2RPJ,,,,,,,
97,190157,11,1CARE,1PD,XTPST,1BGY,1CEM,1EAL,1MAM,1PHD,2RPJ,,,,,,
98,190158,11,1CARE,1PD,1ETELT,1MEM,1MRSW,1OUT,1PHD,1MRSM,,,,,,,
99,190162,11,1CARE,1PD,1ETE,1HEW,1MEM,1FOH,1PHD,,,,,,,,
100,190164,11,1CARE,1PD,1CSD,1EGH,1HEW,1MGM,1PHD,1HEWPED,1MRSFD,2RPJ,,,,,
101,190165,11,1CARE,1PD,V2FDPRO,1CSD,1EGH,1FOH,1MGM,1MRSFD,,,,,,,
102,190166,11,1CARE,1PD,1EGH,1HEW,1MEM,1OUT,1VAA,,,,,,,,
103,190167,11,1CARE,1PD,V2PLUMB,1ETELT,1MEMN,1MRSM,1OUT,1FOH,1MRSW,,,,,,
104,190170,11,1CARE,1PD,1BGY,1CEM,1EAL,1MAM,1PYI,1OUT,,,,,,,
105,190171,11,1CARE,1CXM2,1EPM2,1HWM2,1MPM2,1PD,1PLM1,1SFM2,1SOM2,,,,,,
106,190175,11,1CARE,1PD,XTPST,1BGY,1CEM,1EGH,1MAM,1PSC,2RPJ,,,,,,
107,190176,11,1CARE,1PD,1EAL,1MGM,1PHD,1RES,1STU,1MRSW,1PSC,2RPJ,,,,,
108,190178,11,1CARE,1PD,1BGY,1CSD,1EGH,1MEM,1OUT,1STU,1ETE,1SOR,2RPJ,,,,
109,190179,11,1CARE,1PD,1ETE,1MGM,1PYI,1MRSFD,,,,,,,,,
110,190181,11,1CARE,1PD,1CEM,1CSD,1ETE,1NUT,1FOH,1MGM,1MRSW,2RPJ,,,,,
111,190182,11,1CARE,1PD,V2PLUMB,1EGH,1MEM,1MRSM,1VAA,1FOH,1PHD,,,,,,
112,190184,11,1CARE,1PD,V3ECHEDU,1CSD,1ETE,1MGM,1MRSW,1SOR,,,,,,,
113,190186,11,1CARE,1PD,V2CON,1ETE,1MGM,1PHD,1ETELT,1FOH,1MRSW,,,,,,
114,190188,11,1CARE,1PD,1CSD,1ETELT,1HEW,1MEMN,1PSC,1VAA,1BGY,1OUT,,,,,
115,190189,11,1CARE,1PD,1BGY,1ETELT,1HEW,1MGM,1PHD,1STU,1HEWPED,1MEMN,1MRSW,,,,
116,190191,11,1CARE,1PD,V2ELEC,1ETE,1MGM,1MRSM,1PHD,1MRSW,,,,,,,
117,190192,11,1CARE,1CXM2,1EPM2,1HWM2,1MPM2,1PD,1PLM1,1SFM2,1SOM2,,,,,,
118,190193,11,1CARE,1CXM2,1EPM2,1HWM2,1MPM2,1PD,1PLM1,1SFM2,1SOM2,,,,,,
119,190201,11,1CARE,,,,,,,,,,,,,,
120,190204,11,1CARE,1PD,1CSD,1ETELT,1MGM,1OUT,1PHD,1MEM,,,,,,,
121,190205,11,1CARE,1PD,1CEM,1CSD,1EGH,1MGM,1MRSM,1MRSW,1MEM,1OUT,2RPJ,,,,
122,190206,11,1CARE,1PD,1EGH,1MAM,1PHD,1PYI,1RES,1MRSM,2RPJ,,,,,,
123,190207,11,1CARE,1PD,V3HESER,1ETE,1MEM,1PHD,1OUT,,,,,,,,
124,190208,11,1CARE,1PD,V3ECHEDU,1CSD,1EGH,1MGM,1ETE,1OUT,,,,,,,
125,190210,11,1CARE,1PD,V2CON,1ETE,1MEM,1MRSW,1PHD,,,,,,,,
126,190211,11,1CARE,1PD,1ETELT,1MEMN,1OUT,1HEWPED,,,,,,,,,
127,190213,11,V2ELEC,,,,,,,,,,,,,,
128,190215,11,1CARE,1PD,1BGY,1EGH,1MAM,1OUT,1PYI,1RES,2RPJ,,,,,,
129,190216,11,1CARE,,,,,,,,,,,,,,
130,190218,11,1CARE,1PD,1EAL,1MEM,1MOD,1STU,1VAA,1CSD,1HEW,1SOR,,,,,
131,190219,11,1CARE,1PD,V2FDPRO,1CSD,1ETELT,1MEMN,,,,,,,,,
132,190220,11,1CARE,1PD,1BGY,1CEM,1EAL,1MAM,1OUT,1PHD,,,,,,,
133,190221,11,1CARE,1PD,,,,,,,,,,,,,
134,190254,11,1CARE,1PD,V3ECHEDU,1CSD,1EGH,1MGM,1MRSJ,1ETE,1FOH,1OUT,,,,,
135,190262,11,1CARE,1PD,1ETE,1MEM,1MPM10M,1PHD,1VAA,1FOH,1MRSM,1MRSW,,,,,
136,190271,11,1CARE,1PD,1ETELT,1FOH,1MEM,1OUT,1PHD,1STU,1HEW,1MRSW,1SOR,,,,
137,190272,11,1CARE,1PD,V2CON,1ETELT,1MEMN,1MRSW,1NUT,1MRSFD,1MRSM,,,,,,
138,190273,11,1CARE,1PD,1EGH,1MEMN,1MRSM,1OUT,1PHD,1PPP,1HEW,1MRSFD,1PPS,1SOR,,,
139,190274,11,1CARE,1PD,V2CON,1ETELT,1MEM,1OUT,1PHD,1MRSM,1MRSW,,,,,,
140,190290,11,1CARE,1PD,1EGH,1FOH,1HEW,1MEMN,1MOD,1NUT,1ETE,1HEWPED,1MRSFD,1PPS,,,
141,190304,11,1CARE,1PD,1ETELT,1HEW,1MEMN,1PHD,1MRSFD,,,,,,,,
142,190324,11,1CARE,1PD,1DCSPH,1ETELT,1IESDPRO,1MEM,1FOH,,,,,,,,
143,190325,11,1CARE,1PD,1DCSPH,1ETELT,1MEMN,1MRSW,1STU,1HEW,1MEM,2RPJ,,,,,
144,200000,10,0CARE,0PD,1EPM1,1HWM1,SC2MTH,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
145,200001,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0MDTW,1PLP,0HPE,0HUM,0JEW,0MDNM,,
146,200002,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0HPE,0HUM,0MUSA,0HPE,0MUSB,1PLP,,,
147,200003,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0HPE,0MDNM,1PLP,0FDINV,0FODA,0HPE,0HUM,,
148,200004,10,0CARE,0ENG,0MTH,0PD,0SCI,0FODA,0HPE,0HUM,0MDNM,0FDINV,0HPE,0MDTW,1PLP,,
149,200005,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0HUM,0MDNM,0HPE,0JEW,0MDTW,1PLP,,
150,200006,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HUM,0PGH,0HPE,0MTHA,1PLP,,,,
151,200008,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDTW,0PGH,0ARTB,0FODA,0HPE,1PLP,,
152,200009,10,0CARE,,,,,,,,,,,,,,
153,200010,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0HUM,0MUSA,0DANB,0DRAB,0JEW,1PLP,,
154,200011,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDNM,0PGH,0FDINV,0FODA,0HPE,1PLP,,
155,200012,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDTW,0MUSA,0CIV,0FODA,0MUSB,1PLP,,
156,200014,10,0CARE,0ENG,0MTH,0PD,0SCI,0FODA,0HPE,0MDNM,1PLP,0CR8WTG,0HPE,0HUM,0MDTW,,
157,200015,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0HPE,0HUM,0MDNM,0FDINV,0FODA,0HPE,1PLP,,
158,200016,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MUSA,0CIV,0MTHA,1PLP,,,,
159,200017,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDNM,0MUSA,0FODA,0HPE,0MDTW,1PLP,,
160,200018,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDFL,0MUSA,0FODA,0MUSB,0PGH,1PLP,,
161,200019,10,0CARE,0PD,1EPM1,1LAM1,1MPM1,1SOM1,1DTM,SC4SCI,SWDPE,1HWM1,,,,,
162,200020,10,0CARE,0EALA,0MTH,0PD,0SCI,0DTPRO,0HPE,0HUM,0MDFL,0CIV,0FODA,0MTHA,1PLP,,
163,200021,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0ARTA,0HPE,1PLP,0FODA,0HPE,0HUM,,,
164,200023,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDNM,0MDTW,1PLP,0ARTB,0FDINV,0HUM,0JEW,,
165,200025,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0FODA,0HPE,0HUM,0HPE,0JEW,1PLP,,,
166,200026,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FDINV,0HPE,0HUM,0HPE,0MDNM,0MDTW,1PLP,,
167,200027,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0ENTEC,0HPE,0HUM,0MDNM,0MUSB,1PLP,,,
168,200028,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0DTPRO,0MDFL,1PLP,0FODA,0HPE,0HUM,0JEW,,
169,200030,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MUSA,0PGH,1PLP,0CIV,0FODA,0HUM,0MUSB,,
170,200032,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0ENTEC,0HPE,1PLP,03DM,0HUM,0MDTW,0PGH,,
171,200033,10,0CARE,0ENG,0MTH,0PD,0SCI,0DRAA,0HUM,0MUSA,0DRAB,0HPE,1PLP,,,,
172,200034,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDNM,0MUSA,0CIV,0HPE,0MDTW,1PLP,,
173,200036,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0CIV,0HUM,0MDAN,0ARTB,0CR8WTG,0HPE,1PLP,,
174,200037,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDNM,0MDTW,0FODA,0HPE,0MUSB,1PLP,,
175,200040,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HUM,0MDAN,0ARTB,0CR8WTG,0HPE,1PLP,,
176,200044,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDNM,0MDTW,1PLP,0FDINV,0FODA,0HUM,0JEW,,
177,200045,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0ENTEC,0HPE,0HUM,0FODA,0HPE,0MDTW,1PLP,,
178,200046,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0MDTW,1PLP,0FDINV,0FODA,0HPE,0HUM,,
179,200047,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FDINV,0HUM,0PGH,0HPE,0JEW,0MTHA,1PLP,,
180,200049,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MUSA,1PLP,0ARTB,0HPE,0HUM,,,,
181,200050,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0MDAN,1PLP,0HPE,0HUM,0PGH,,,,
182,200051,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0MDNM,1PLP,0HPE,0HUM,0MDTW,0PGH,,
183,200053,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0PGH,0HPE,0MDTW,1PLP,,,,
184,200054,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HUM,0MDFL,0ARTB,0CR8WTG,0HPE,1PLP,,
185,200055,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MUSA,0PGH,0FODA,0HPE,0MUSB,1PLP,,
186,200056,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0HUM,0MDNM,0CIV,0HPE,0MDTW,1PLP,,
187,200059,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0PGH,1PLP,0FODA,0HUM,0JEW,,,,
188,200065,10,0CARE,0PD,1EPM1,1HWM1,1MPM1,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
189,200066,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0HUM,0MDNM,03DM,0HPE,0MDTW,1PLP,,
190,200068,10,0CARE,0ENG,0MTH,0PD,0SCI,0HUM,0MDNM,0MDTW,0MUSA,0FODA,0HPE,0MUSB,1PLP,,
191,200069,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0HPE,0HUM,0MDAN,0CR8WTG,0FODA,0PGH,1PLP,,
192,200071,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0HPE,0HUM,0MDTW,0HPE,0JEW,1PLP,,,
193,200073,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0MUSA,1PLP,0FODA,0HPE,0HUM,0MUSB,,
194,200074,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0MDNM,1PLP,0FODA,0HPE,0HUM,0MDTW,,
195,200075,10,0CARE,0EALA,0MTH,0PD,0SCI,0FODA,0HPE,0HUM,0MDNM,0ARTB,0FDINV,0HPE,1PLP,,
196,200076,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0MDNM,0MDTW,1PLP,0HPE,0HUM,0MUSB,,,
197,200078,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HPE,1PLP,0ARTB,0HUM,0JEW,0PGH,,
198,200079,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDTW,0PGH,0HPE,0MDNM,0MTHA,1PLP,,
199,200080,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0FODA,0HPE,1PLP,0CIV,0HUM,0JEW,0MTHA,,
200,200081,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0HPE,1PLP,0HPE,0HUM,,,,,
201,200083,10,0CARE,0ENG,0MTH,0PD,0SCI,0FODA,0HPE,0HUM,0PGH,0CR8WTG,0JEW,0MTHA,1PLP,,
202,200084,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0ENTEC,0HPE,1PLP,0FODA,0HUM,0MDTW,,,
203,200085,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MUSA,0DRAB,0HPE,0MDNM,1PLP,,
204,200086,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0PGH,1PLP,0CR8WTG,0HPE,0HUM,0JEW,,
205,200090,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0PGH,1PLP,0CIV,0DANB,0FODA,0HUM,,
206,200091,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0FODA,0HPE,1PLP,0CIV,0HUM,0JEW,0MTHA,,
207,200092,10,0CARE,0EALA,0MTH,0PD,0SCI,0FDINV,0FODA,0HPE,0HUM,0CIV,0JEW,0PGH,1PLP,,
208,200093,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0MDAN,0MDFL,1PLP,0ARTB,0DTE,0HPE,0HUM,,
209,200094,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0CIV,0HPE,1PLP,,,,
210,200097,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0FDINV,0FODA,0HUM,0HPE,0JEW,0PGH,1PLP,,
211,200099,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FODA,0HPE,0HUM,0ARTB,0HPE,0MTHA,1PLP,,
212,200103,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0HPE,0HUM,0MDNM,0FODA,0HPE,0MDTW,1PLP,,
213,200104,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0HUM,0MUSA,0CR8WTG,0HPE,0JEW,1PLP,,
214,200105,10,0CARE,0EALA,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MDFL,0FODA,0HPE,0PGH,1PLP,,
215,200106,10,0CARE,0ENG,0MTH,0PD,0SCI,0HUM,0MDAN,0MDNM,03DM,0HPE,1PLP,,,,
216,200109,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0MUSA,1PLP,0ARTB,0FDINV,0HUM,0JEW,,
