,StudentID,Year,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15
616,220115,08,8CARE,8PD,8DAN,8MDNM,8DPD,8DTE,8ART,8FOD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
619,220118,08,8CARE,8PD,8MUS,8FOD,8DTE,8MDNW,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
622,220121,08,8CARE,8PD,8DAN,8DTE,8ART,8FOD,8DPD,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
623,220122,08,8CARE,8PD,8MDNM,8FOD,8DTE,8MDNW,8ART,8MUS,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
625,220124,08,8CARE,8PD,8FOD,8DTE,8MDNW,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
626,220125,08,8CARE,8PD,8DTE,8MDNW,8DAN,8MDNM,8ART,8FOD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
627,220129,08,8CARE,8PD,8MDNW,8DAN,8DTE,8FOD,8ART,8DPD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
629,220131,08,8CARE,8PD,8FOD,8MDNW,8ART,8DAN,8DPD,8DTE,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
631,220134,08,8CARE,8EALB,8PD,8DAN,8DTE,8FOD,8ART,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
632,220135,08,8CARE,8PD,8DTE,8FOD,8MDNW,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
633,220136,08,8CARE,8PD,SU1ENG,SU1FD,SU1HUM,SU1MTH,SU1MUS,SU1SCI,SWDPE,SU1DTE,,,,,
634,220137,08,8CARE,8PD,SC2DT,SC2ENG,SC2HUM,SC2MTH,SC2MUS,SC2SCI,SWDPE,SC2ART,SC2FD,,,,
636,220144,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8DAN,8DTE,8MUS,8ART,8HPE,,,
638,220146,08,8CARE,8PD,8DTE,8FOD,8DRA,8MDNW,8DPD,8MUS,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
639,220147,08,8CARE,8PD,8DAN,8FOD,8DTE,8MUS,8ART,8DRA,8ENG,8HPE,8HUM,8MTH,8SCI,,
641,220149,08,8CARE,8EALB,8PD,8DTE,8ART,8FOD,8MUS,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
642,220150,08,8CARE,8PD,8FOD,8MDNW,8DTE,8MDNM,8DAN,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
644,220155,08,8CARE,8PD,8FOD,8DTE,8MDNW,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
645,220156,08,8CARE,8PD,8MUS,8FOD,8DTE,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
646,220157,08,8CARE,8PD,8MDNM,8MDNW,8ART,8FOD,8DTE,8MUS,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
647,220159,08,8CARE,8PD,8ART,8DAN,8FOD,8MDNM,8DTE,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
656,220168,08,8CARE,8PD,8MDNM,8MUS,8FOD,8MDNW,8ART,8DTE,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
657,220169,08,8CARE,8PD,SC1ARTS,SC1DT,SC1ENG,SC1HUM,SC1MTH,SC1SCI,SWDPE,SC1FD,SC1MUS,,,,
658,220171,08,8CARE,8PD,8FOD,8DTE,8ART,8DRA,8DPD,8MUS,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
659,220172,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DAN,8ART,8MDNW,8DTE,8MUS,8HPE,
660,220173,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8DAN,8FOD,8DTE,8ART,8HPE,,,
661,220174,08,8CARE,8PD,8DTE,8FOD,8DAN,8MUS,8ART,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
672,220190,08,8CARE,8PD,8FOD,8MUS,8DPD,8DTE,8ART,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
673,220191,08,8CARE,8PD,8FOD,8MDNW,8DTE,8MDNM,8DRA,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
674,220192,08,8CARE,8PD,8DTE,8FOD,8DRA,8MDNW,8ART,8DPD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
675,220193,08,8CARE,8PD,8MDNM,8FOD,8DPD,8DTE,8DRA,8MUS,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
676,220194,08,8CARE,8PD,8MDNM,8FOD,8MDNW,8MUS,8ART,8DTE,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
677,220195,08,8CARE,8PD,8ART,8MUS,8FOD,8MDNM,8DTE,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
678,220196,08,8CARE,8LITAF,8PD,8DAN,8DTE,8FOD,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,,,
679,220198,08,8CARE,8PD,8FOD,8MDNW,8DTE,8MUS,8ART,8DPD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
680,220199,08,8CARE,8PD,8FOD,8MDNM,8DTE,8MDNW,8MUS,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
681,220201,08,8CARE,8EALB,8PD,8FOD,8DTE,8MUS,8DRA,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
682,220202,08,8CARE,8PD,8DTE,8MDNM,8DAN,8FOD,8ART,8MUS,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
683,220203,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DAN,8ART,8MUS,8DTE,8MDNW,8HPE,
684,220204,08,8CARE,8PD,8DTE,8ART,8FOD,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
685,220205,08,8CARE,8PD,8DTE,8FOD,8ART,8MDNW,8DRA,8MUS,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
686,220206,08,8CARE,8PD,8DAN,8FOD,8DTE,8MDNW,8MUS,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
687,220207,08,8CARE,8PD,8DTE,8MDNM,8DAN,8FOD,8DRA,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
688,220208,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DTE,8ART,8DRA,8HPE,,,
689,220209,08,8CARE,8PD,8DTE,8FOD,8MDNW,8MUS,8ART,8DPD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
690,220210,08,8CARE,8PD,8MUS,8FOD,8DTE,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
691,220211,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8DAN,8MDNW,8ART,8FOD,8DTE,8MUS,8HPE,
692,220212,08,8CARE,8PD,8FOD,8DTE,8MDNW,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
693,220213,08,8CARE,8PD,8FOD,8MDNW,8ART,8DAN,8DTE,8DRA,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
712,220233,08,8CARE,8PD,8FOD,8MDNW,8DAN,8MUS,8DTE,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
714,220235,08,8CARE,8EALB,8PD,8FOD,8DTE,8MDNW,8MUS,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
715,220236,08,8CARE,8EALB,8PD,8DTE,8ART,8FOD,8DPD,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
716,220237,08,8CARE,8LITAF,8PD,8DTE,8FOD,8ART,8MUS,8ENG,8HPE,8HUM,8MTH,8SCI,,,
719,220240,08,8CARE,8EALB,8PD,8DTE,8FOD,8MUS,8ART,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
720,220241,08,8CARE,8PD,8FOD,8MDNW,8ART,8MDNM,8DAN,8DTE,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
725,220246,08,8CARE,8EALB,8PD,8FOD,8DTE,8MUS,8DRA,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
726,220248,08,8CARE,8PD,8DTE,8MDNM,8FOD,8MUS,8ART,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
727,220249,08,8CARE,8PD,8DTE,8FOD,8DAN,8MDNW,8ART,8DPD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
731,220253,08,8CARE,8PD,SC2DT,SC2ENG,SC2HUM,SC2MTH,SC2MUS,SC2SCI,SWDPE,SC2ART,SC2FD,,,,
732,220254,08,8CARE,8PD,8DTE,8MDNM,8FOD,8MUS,8ART,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
740,220265,08,8CARE,8PD,8ART,8MDNM,8FOD,8MUS,8DTE,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
743,220268,08,8CARE,8EALB,8PD,8DTE,8FOD,8MUS,8ART,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
744,220269,08,8CARE,8PD,8MDNM,8FOD,8DPD,8DTE,8DRA,8MUS,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
746,220271,08,8CARE,8EALB,8PD,8DTE,8FOD,8MUS,8DPD,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
747,220272,08,8CARE,8EALB,8PD,8FOD,8ART,8DAN,8DTE,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
750,220275,08,8CARE,8PD,8MDNM,8FOD,8DTE,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
751,220276,08,8CARE,8PD,8ART,8MDNM,8DTE,8FOD,8MUS,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
752,220277,08,8CARE,8PD,8MUS,8FOD,8DPD,8DTE,8ART,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
753,220278,08,8CARE,8PD,8FOD,8MDNW,8DRA,8DTE,8ART,8DPD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
754,220279,08,8CARE,8PD,8DAN,8DTE,8ART,8MDNM,8DPD,8FOD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
755,220280,08,8CARE,8PD,8FOD,8MDNW,8DPD,8MUS,8ART,8DTE,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
756,220282,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DTE,8MUS,8ART,8HPE,,,
757,220283,08,8CARE,8PD,8DAN,8DTE,8FOD,8MDNM,8DPD,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
758,220285,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DAN,8ART,8MUS,8DTE,8MDNW,8HPE,
766,220299,08,8CARE,8EALB,8PD,8DTE,8ART,8FOD,8MUS,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
767,220300,08,8CARE,8PD,8ART,8MUS,8DTE,8FOD,8DPD,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
768,220301,08,8CARE,8PD,8FOD,8MDNW,8ART,8MDNM,8DAN,8DTE,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
770,220303,08,8CARE,8PD,8FOD,8MDNM,8DRA,8MUS,8DTE,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
771,220306,08,8CARE,8PD,8ART,8DTE,8MDNW,8MUS,8DPD,8FOD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
772,220307,08,8CARE,8PD,8DTE,8FOD,8MDNM,8MDNW,8DRA,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
773,220308,08,8CARE,8PD,8FOD,8MDNM,8DAN,8MDNW,8DTE,8MUS,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
774,220309,08,8CARE,8EALB,8PD,8FOD,8DTE,8ART,8DRA,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
775,220310,08,8CARE,8PD,8MDNM,8DTE,8ART,8MUS,8FOD,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
776,220311,08,8CARE,8PD,8DTE,8FOD,8DRA,8MUS,8DPD,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
777,220312,08,8CARE,8PD,8FOD,8MDNM,8ART,8MUS,8DTE,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
778,220313,08,8CARE,8PD,8DAN,8DTE,8ART,8FOD,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
779,220314,08,8CARE,8PD,8FOD,8MDNM,8DTE,8MDNW,8MUS,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
780,220315,08,8CARE,8PD,8FOD,8DTE,8MDNW,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
785,220322,08,8CARE,8PD,8DTE,8FOD,8MDNM,8DAN,8MDNW,8ART,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,
786,220325,08,8CARE,8PD,8ART,8FOD,8MDNW,8MUS,8DPD,8DTE,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
788,220327,08,8CARE,8PD,8FOD,8DTE,8MUS,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
790,220332,08,8CARE,8EALB,8PD,8DAN,8DTE,8DRA,8FOD,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
792,220334,08,8CARE,8PD,8ART,8MDNW,8DAN,8FOD,8MUS,8DTE,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
794,220337,08,8CARE,8PD,8FOD,8DTE,8MDNW,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
795,220338,08,8CARE,8EALB,8PD,8DTE,8ART,8FOD,8MUS,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
797,220340,08,8CARE,8PD,8MUS,8FOD,8ART,8MDNW,8DPD,8DTE,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
798,220341,08,8CARE,8PD,8MUS,8FOD,8ART,8DTE,8DPD,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
799,220344,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DTE,8DPD,8MUS,8ART,8MDNW,8HPE,
800,220345,08,8CARE,8PD,8FOD,8DTE,8MDNM,8ART,8MUS,8DRA,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,
801,220346,08,8CARE,8PD,8MDNM,8FOD,8DTE,8MUS,8DPD,8DRA,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
802,220347,08,8CARE,8PD,8ART,8MUS,8FOD,8MDNW,8DTE,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
803,220348,08,8CARE,8PD,8FOD,8DTE,8MDNW,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
804,220349,08,8CARE,8PD,8MUS,8MDNM,8DTE,8MDNW,8ART,8FOD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
805,220350,08,8CARE,8PD,8FOD,8MDNM,8DTE,8MUS,8ART,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
807,220352,08,8CARE,8PD,8FOD,8DTE,8DRA,8MUS,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
808,220353,08,8CARE,8PD,8DTE,8MDNM,8FOD,8MUS,8ART,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
809,220354,08,8CARE,8PD,8DTE,8MDNM,8MDNW,8MUS,8ART,8FOD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
810,220355,08,8CARE,8PD,8FOD,8MDNW,8ART,8MDNM,8DAN,8DTE,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
811,220356,08,8CARE,8PD,8MDNM,8DTE,8DPD,8MUS,8DRA,8FOD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
812,220357,08,8CARE,8PD,8ART,8MDNM,8DTE,8FOD,8MUS,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
813,220358,08,8CARE,8PD,8FOD,8DTE,8MDNW,8MUS,8ART,8DPD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
814,220359,08,8CARE,8PD,8DAN,8DTE,8FOD,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
815,220360,08,8CARE,8PD,8MDNM,8DTE,8DPD,8MUS,8DRA,8FOD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
822,220367,08,8CARE,8PD,8DAN,8FOD,8MDNM,8MDNW,8DTE,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
831,220376,08,8CARE,8PD,8DAN,8MDNM,8DTE,8MDNW,8DRA,8FOD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
836,220381,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DAN,8ART,8MDNW,8DRA,8DTE,8HPE,
837,220382,08,8CARE,8PD,8ART,8DAN,8DTE,8MDNM,8FOD,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
839,220386,08,8CARE,8LITAF,8PD,8DTE,8MDNW,8MUS,8FOD,8ENG,8HPE,8HUM,8MTH,8SCI,,,
841,220388,08,8CARE,8PD,8FOD,8MUS,8DTE,8MDNW,8ART,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
842,220389,08,8CARE,8PD,8DAN,8MUS,8DPD,8DTE,8ART,8FOD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
845,220393,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8MDNM,8DTE,8MUS,8MDNW,8HPE,,,
848,220396,08,8CARE,8PD,SC1ARTS,SC1DT,SC1ENG,SC1HUM,SC1MTH,SC1SCI,SWDPE,SC1FD,SC1MUS,,,,
849,220397,08,8CARE,8PD,8FOD,8MDNW,8DTE,8MDNM,8DAN,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
853,220402,08,8CARE,8PD,SC1ARTS,SC1DT,SC1ENG,SC1HUM,SC1MTH,SC1SCI,SWDPE,SC1FD,SC1MUS,,,,
857,220408,08,8CARE,8PD,8DTE,8MUS,8FOD,8MDNM,8DPD,8DRA,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
858,220409,08,8CARE,8PD,8FOD,8DTE,8DAN,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
859,220411,08,8CARE,8PD,8DTE,8MDNM,8FOD,8MDNW,8DPD,8DRA,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
860,220412,08,8CARE,8PD,8FOD,8MDNW,8ART,8DRA,8DPD,8DTE,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
861,220414,08,8CARE,8PD,8MDNM,8MUS,8FOD,8MDNW,8DTE,8DRA,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
862,220415,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8DTE,8ART,8DRA,8HPE,,,
870,220426,08,8CARE,8PD,8FOD,8DAN,8ART,8DRA,8DPD,8DTE,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
871,220427,08,8CARE,8ENG,8HUM,8LITP,8MTH,8PD,8SCI,8FOD,8MDNW,8DTE,8ART,8HPE,,,
872,220428,08,8CARE,8PD,SU1ENG,SU1FD,SU1HUM,SU1MTH,SU1MUS,SU1SCI,SWDPE,SU1DTE,,,,,
873,220429,08,8CARE,8PD,SC1ARTS,SC1DT,SC1ENG,SC1HUM,SC1MTH,SC1SCI,SWDPE,SC1FD,SC1MUS,,,,
881,220438,08,8CARE,8PD,8DTE,8FOD,8DAN,8MDNW,8ART,8DRA,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
885,220443,08,8CARE,8PD,8ART,8DTE,8MDNW,8MUS,8DPD,8FOD,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
888,220449,08,8CARE,8EALB,8PD,8DTE,8FOD,8ART,8MUS,8EALA,8HUM,8MTH,8SCI,8ENG,8HPE,,
