,StudentID,Year,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15
165,200025,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0FODA,0HPE,0HUM,0HPE,0JEW,1PLP,,,
166,200026,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FDINV,0HPE,0HUM,0HPE,0MDNM,0MDTW,1PLP,,
167,200027,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0ENTEC,0HPE,0HUM,0MDNM,0MUSB,1PLP,,,
168,200028,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0DTPRO,0MDFL,1PLP,0FODA,0HPE,0HUM,0JEW,,
169,200030,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MUSA,0PGH,1PLP,0CIV,0FODA,0HUM,0MUSB,,
170,200032,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0ENTEC,0HPE,1PLP,03DM,0HUM,0MDTW,0PGH,,
171,200033,10,0CARE,0ENG,0MTH,0PD,0SCI,0DRAA,0HUM,0MUSA,0DRAB,0HPE,1PLP,,,,
172,200034,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDNM,0MUSA,0CIV,0HPE,0MDTW,1PLP,,
173,200036,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0CIV,0HUM,0MDAN,0ARTB,0CR8WTG,0HPE,1PLP,,
174,200037,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDNM,0MDTW,0FODA,0HPE,0MUSB,1PLP,,
175,200040,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HUM,0MDAN,0ARTB,0CR8WTG,0HPE,1PLP,,
176,200044,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDNM,0MDTW,1PLP,0FDINV,0FODA,0HUM,0JEW,,
177,200045,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0ENTEC,0HPE,0HUM,0FODA,0HPE,0MDTW,1PLP,,
178,200046,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0MDTW,1PLP,0FDINV,0FODA,0HPE,0HUM,,
179,200047,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FDINV,0HUM,0PGH,0HPE,0JEW,0MTHA,1PLP,,
180,200049,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MUSA,1PLP,0ARTB,0HPE,0HUM,,,,
181,200050,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0MDAN,1PLP,0HPE,0HUM,0PGH,,,,
182,200051,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0MDNM,1PLP,0HPE,0HUM,0MDTW,0PGH,,
183,200053,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0PGH,0HPE,0MDTW,1PLP,,,,
184,200054,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HUM,0MDFL,0ARTB,0CR8WTG,0HPE,1PLP,,
185,200055,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MUSA,0PGH,0FODA,0HPE,0MUSB,1PLP,,
186,200056,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0HUM,0MDNM,0CIV,0HPE,0MDTW,1PLP,,
187,200059,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0PGH,1PLP,0FODA,0HUM,0JEW,,,,
188,200065,10,0CARE,0PD,1EPM1,1HWM1,1MPM1,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
189,200066,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0HUM,0MDNM,03DM,0HPE,0MDTW,1PLP,,
190,200068,10,0CARE,0ENG,0MTH,0PD,0SCI,0HUM,0MDNM,0MDTW,0MUSA,0FODA,0HPE,0MUSB,1PLP,,
191,200069,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0HPE,0HUM,0MDAN,0CR8WTG,0FODA,0PGH,1PLP,,
192,200071,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0HPE,0HUM,0MDTW,0HPE,0JEW,1PLP,,,
193,200073,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0MUSA,1PLP,0FODA,0HPE,0HUM,0MUSB,,
194,200074,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0MDNM,1PLP,0FODA,0HPE,0HUM,0MDTW,,
195,200075,10,0CARE,0EALA,0MTH,0PD,0SCI,0FODA,0HPE,0HUM,0MDNM,0ARTB,0FDINV,0HPE,1PLP,,
196,200076,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0MDNM,0MDTW,1PLP,0HPE,0HUM,0MUSB,,,
197,200078,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HPE,1PLP,0ARTB,0HUM,0JEW,0PGH,,
198,200079,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDTW,0PGH,0HPE,0MDNM,0MTHA,1PLP,,
199,200080,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0FODA,0HPE,1PLP,0CIV,0HUM,0JEW,0MTHA,,
200,200081,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0HPE,1PLP,0HPE,0HUM,,,,,
201,200083,10,0CARE,0ENG,0MTH,0PD,0SCI,0FODA,0HPE,0HUM,0PGH,0CR8WTG,0JEW,0MTHA,1PLP,,
202,200084,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0ENTEC,0HPE,1PLP,0FODA,0HUM,0MDTW,,,
203,200085,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MUSA,0DRAB,0HPE,0MDNM,1PLP,,
204,200086,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0PGH,1PLP,0CR8WTG,0HPE,0HUM,0JEW,,
205,200090,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0PGH,1PLP,0CIV,0DANB,0FODA,0HUM,,
206,200091,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0FODA,0HPE,1PLP,0CIV,0HUM,0JEW,0MTHA,,
207,200092,10,0CARE,0EALA,0MTH,0PD,0SCI,0FDINV,0FODA,0HPE,0HUM,0CIV,0JEW,0PGH,1PLP,,
208,200093,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0MDAN,0MDFL,1PLP,0ARTB,0DTE,0HPE,0HUM,,
209,200094,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0CIV,0HPE,1PLP,,,,
210,200097,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0FDINV,0FODA,0HUM,0HPE,0JEW,0PGH,1PLP,,
211,200099,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FODA,0HPE,0HUM,0ARTB,0HPE,0MTHA,1PLP,,
212,200103,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0HPE,0HUM,0MDNM,0FODA,0HPE,0MDTW,1PLP,,
213,200104,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0HUM,0MUSA,0CR8WTG,0HPE,0JEW,1PLP,,
214,200105,10,0CARE,0EALA,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MDFL,0FODA,0HPE,0PGH,1PLP,,
215,200106,10,0CARE,0ENG,0MTH,0PD,0SCI,0HUM,0MDAN,0MDNM,03DM,0HPE,1PLP,,,,
216,200109,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0MUSA,1PLP,0ARTB,0FDINV,0HUM,0JEW,,
217,200113,10,0CARE,0ENG,0MTH,0PD,0SCI,0FODA,0HPE,0PGH,1PLP,0HPE,0HUM,0JEW,0MDTW,,
218,200117,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0PGH,0ARTB,0JEW,1PLP,,,
219,200119,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0MDTW,1PLP,0DANB,0FODA,0HPE,0HUM,,
220,200120,10,0CARE,0ENG,0MTH,0PD,0SCI,0HUM,0MDNM,0MUSA,0PGH,0FODA,0HPE,0MDTW,1PLP,,
221,200121,10,0CARE,0PD,SU2ARTS,SU2ENG,SU2FD,SU2HUM,SU2MTH,SU2SCI,SWDPE,SU2DTE,,,,,
222,200123,10,0CARE,0ENG,0MTH,0PD,0SCI,0FODA,0HPE,0HUM,0MDNM,0ARTB,0FDINV,0HPE,1PLP,,
223,200125,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MUSA,0ARTB,0CR8WTG,0DRAB,1PLP,,
224,200126,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0FDINV,0FODA,0HUM,0HPE,0MDTW,0MTHA,1PLP,,
225,200127,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0MDFL,1PLP,0DTE,0FODA,0HPE,0HUM,,
226,200128,10,0CARE,0EALA,0MTH,0PD,0SCI,0HPE,0HUM,0MDAN,0MDNM,0FODA,0MDTW,0PGH,1PLP,,
227,200129,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0FODA,0HUM,0MDTW,0HPE,0JEW,0MTHA,1PLP,,
228,200132,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDNM,0MDTW,1PLP,0FODA,0HPE,0HUM,0MUSB,,
229,200133,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MUSA,0CR8WTG,0JEW,0PGH,1PLP,,
230,200135,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDAN,0MDFL,1PLP,03DM,0FODA,0HPE,0HUM,,
231,200136,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0ARTA,0HUM,0MDTW,1PLP,,,,,
232,200139,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0MUSA,1PLP,0HPE,0HUM,,,,,
233,200141,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0MDNM,1PLP,0HPE,0HUM,0JEW,0MDTW,,
234,200142,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDTW,1PLP,0HUM,0MDNM,0PGH,,,,
235,200143,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0FODA,0HUM,0MUSA,0ARTB,0HPE,0MUSB,1PLP,,
236,200144,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0ENTEC,0HPE,0HUM,03DM,0DTE,0MTHA,1PLP,,
237,200145,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0DANA,0HPE,0HUM,0FODA,0HPE,0MUSB,1PLP,,
238,200146,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FODA,0HPE,0HUM,0HPE,0JEW,1PLP,,,
239,200147,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FODA,0HPE,0HUM,0HPE,0JEW,1PLP,,,
240,200148,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HUM,0MDAN,03DM,0DTE,0HPE,1PLP,,
241,200149,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0CIV,0HUM,0MUSA,0FDINV,0HPE,0MUSB,1PLP,,
242,200150,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDAN,0MDFL,1PLP,03DM,0HUM,0MDTW,0PGH,,
243,200154,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDNM,0MUSA,1PLP,0HPE,0HUM,0MDTW,0MUSB,,
244,200155,10,0CARE,0PD,1EPM2,SU2ARTS,SU2FD,SU2HUM,SU2MTH,SU2SCI,SWDPE,SU2DTE,,,,,
245,200156,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDTW,0MUSA,1PLP,0FODA,0HPE,0HUM,0MDNM,,
246,200158,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0HUM,0PGH,0CIV,0HPE,0MTHA,1PLP,,
247,200160,10,0CARE,0PD,1EPM1,1HWM1,1MPM1,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
248,200161,10,0CARE,0ENG,0MTH,0PD,0SCI,0MDAN,0MDNM,0MDTW,1PLP,03DM,0FODA,0HPE,0HUM,,
249,200163,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0HUM,0MUSA,0CIV,0DANB,0FODA,1PLP,,
250,200164,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0FDINV,0HPE,0HUM,0FODA,0HPE,0MTHA,1PLP,,
251,200165,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0MDTW,0MUSA,1PLP,03DM,0FODA,0HPE,0HUM,,
252,200166,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0CIV,0HPE,0HUM,0ARTB,0CR8WTG,0PGH,1PLP,,
253,200168,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0HPE,1PLP,0CIV,0HPE,0HUM,,,,
254,200169,10,0CARE,0PD,1EPM2,1HWM1,1MPM2,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
255,200172,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HUM,0MDTW,0MUSA,0HPE,0MDNM,0MUSB,1PLP,,
256,200173,10,0CARE,0ENG,0MTH,0PD,0SCI,0MDAN,0MDNM,0MDTW,1PLP,03DM,0CR8WTG,0HPE,0HUM,,
257,200174,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MUSA,0PGH,0HPE,0MTHA,0MUSB,1PLP,,
258,200175,10,0CARE,0PD,1EPM2,SU2ARTS,SU2FD,SU2HUM,SU2MTH,SU2SCI,SWDPE,SU2DTE,,,,,
259,200176,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0ARTA,0HPE,1PLP,0FODA,0HPE,0HUM,,,
260,200177,10,0CARE,0ENG,0MTH,0PD,0SCI,0DRAA,0HUM,0MDAN,0MDFL,0CR8WTG,0DRAB,0HPE,1PLP,,
261,200181,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0MDAN,1PLP,0ARTB,0CR8WTG,0HPE,0HUM,,
262,200182,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0HUM,0MDNM,0MDTW,0HPE,0JEW,0PGH,1PLP,,
263,200183,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0ENTEC,0HPE,1PLP,0FODA,0HUM,0MDNM,0MDTW,,
264,200184,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0HPE,0MDNM,1PLP,0FDINV,0FODA,0HPE,0HUM,,
265,200185,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0MDTW,0MUSA,1PLP,0CR8WTG,0FDINV,0HPE,0HUM,,
266,200186,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0HUM,0MDTW,0DANB,0DRAB,0JEW,1PLP,,
267,200187,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0HPE,0PGH,1PLP,0CIV,0DANB,0HUM,0MTHA,,
268,200188,10,0CARE,0ENG,0MTH,0PD,0SCI,0HPE,0MDAN,0MUSA,1PLP,03DM,0DTE,0FODA,0HUM,,
269,200189,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0CIV,0ENTEC,0HUM,0DTE,0HPE,0MDNM,1PLP,,
270,200190,10,0CARE,0ENG,0MTH,0PD,0SCI,0FDINV,0HPE,0HUM,0MDTW,0DANB,0FODA,0HPE,1PLP,,
271,200194,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0PGH,0FODA,0HPE,0MDTW,1PLP,,
272,200198,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0ENTEC,0MDTW,1PLP,03DM,0DTE,0HPE,0HUM,,
273,200199,10,0CARE,0EALA,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MUSA,0DRAB,0FODA,0HPE,1PLP,,
274,200200,10,0CARE,0ENG,0MTH,0PD,0SCI,0FODA,0HPE,0MDNM,1PLP,0FDINV,0HPE,0HUM,0MDTW,,
275,200201,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0DRAA,0HPE,0HUM,0DANB,0DRAB,0FODA,1PLP,,
276,200202,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0HPE,0HUM,0MDTW,0ARTB,0FODA,0PGH,1PLP,,
277,200203,10,0CARE,0PD,1EPM2,1HWM1,1MPM2,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
278,200204,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0HPE,0MDTW,1PLP,0ARTB,0FODA,0HUM,0PGH,,
279,200205,10,0CARE,0ENG,0MTH,0PD,0SCI,0HUM,0MDNM,0MDTW,0HPE,0PGH,1PLP,,,,
280,200206,10,0CARE,0ENG,0MTH,0PD,0SCI,0MDAN,0MDFL,0MDNM,1PLP,0FODA,0HPE,0HUM,0MDTW,,
281,200209,10,0CARE,0PD,1EPM2,1LAM1,1MPM2,1SOM1,1DTM,SC4SCI,SWDPE,1HWM1,,,,,
282,200261,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0FDINV,0FODA,0HUM,0HPE,0JEW,0PGH,1PLP,,
288,200289,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0DRAA,0HPE,1PLP,0DANB,0DRAB,0HPE,0HUM,,
290,200297,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HUM,0MDAN,0MDNM,0CIV,0HPE,0MDTW,1PLP,,
291,200298,10,0CARE,0PD,1EPM2,1HWM1,1MPM2,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
292,200301,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MUSA,0DANB,0FODA,0HPE,1PLP,,
293,200303,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0ENTEC,0HPE,0HUM,0FDINV,0FODA,0HPE,1PLP,,
294,200306,10,0CARE,0ENG,0MTH,0PD,0SCI,0ABEX,0FDINV,1PLP,0CIV,0HUM,,,,,
440,210196,10,0CARE,0PD,1EPM2,1HWM1,1MPM2,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
461,210221,10,0CARE,0EALA,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MDAN,0FDINV,0HPE,0MDTW,1PLP,,
468,210232,10,0CARE,0EALA,0MTH,0PD,0SCI,0HPE,0HUM,0MDAN,0PGH,0HPE,0MDTW,0MTHA,1PLP,,
479,210244,10,0CARE,0ENG,0MTH,0PD,0SCI,1PLP,0HUM,,,,,,,,
480,210245,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0FDINV,0HUM,0MDTW,0CR8WTG,0DRAB,0HPE,1PLP,,
486,210292,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0DANA,0HPE,0HUM,0FODA,0HPE,0MUSB,1PLP,,
488,210296,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0CIV,0HPE,1PLP,0CR8WTG,0HPE,0HUM,0MDNM,,
494,210314,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0HPE,0MDNM,1PLP,,,,
499,210321,10,0CARE,0EALA,0MTH,0PD,0SCI,0ARTA,0DANA,0HPE,0HUM,0FDINV,0FODA,0JEW,1PLP,,
500,210322,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0HUM,0PGH,03DM,0JEW,0MTHA,1PLP,,
501,210325,10,0CARE,0ENG,0MTH,0PD,0SCI,0CIV,0HPE,0MDTW,1PLP,0FODA,0HPE,0HUM,0PGH,,
502,210327,10,0CARE,0ENG,0MTH,0PD,0SCI,0DRAA,0MDFL,0MUSA,1PLP,0CR8WTG,0FDINV,0HPE,0HUM,,
503,210328,10,0CARE,0EALA,0MTH,0PD,0SCI,0CIV,0ENTEC,0HPE,0HUM,0FODA,0HPE,0MDTW,1PLP,,
508,210334,10,0CARE,0EALA,0MTH,0PD,0SCI,0HPE,0HUM,0MDAN,0MDTW,0ARTB,0HPE,1PLP,,,
509,210335,10,0CARE,0ENG,0MTH,0PD,0SCI,0DANA,0FODA,0HPE,0HUM,0DANB,0FDINV,0JEW,1PLP,,
510,210336,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DANA,0PGH,1PLP,0FDINV,0FODA,0HPE,0HUM,,
511,210340,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0MUSA,1PLP,0ARTB,0DTE,0HPE,0HUM,,
514,210344,10,0CARE,0ENG,0MTH,0PD,0SCI,TUTABED,0DRAA,0HPE,0MDTW,1PLP,0HUM,,,,
515,220000,10,0CARE,0PD,1EPM2,1HWM1,1MPM2,SC3ARTS,SC3HUM,SC3SCI,SWDPE,,,,,,
516,220001,10,0CARE,0PD,1EPM1,1LAM1,1MPM1,1SOM1,1DTM,SC4SCI,SWDPE,1HWM1,,,,,
863,220416,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FODA,0HPE,1PLP,0DANB,0HPE,0HUM,0PGH,,
864,220417,10,0CARE,0EALA,0MTH,0PD,0SCI,0HPE,0HUM,0MDTW,0PGH,0DTE,0FDINV,0HPE,1PLP,,
874,220431,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0HPE,0MUSA,1PLP,0DANB,0HPE,0HUM,0PGH,,
878,220435,10,0CARE,0EALA,0MTH,0PD,0SCI,0ARTA,0HPE,0HUM,0MDNM,0FDINV,0HPE,0JEW,1PLP,,
879,220436,10,0CARE,0EALA,0MTH,0PD,0SCI,0ARTA,0FDINV,0HPE,0HUM,0CR8WTG,0FODA,0MDNM,1PLP,,
907,220473,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0DTPRO,0HPE,1PLP,0CR8WTG,0HUM,0JEW,0PGH,,
908,220475,10,0CARE,0EALA,0MTH,0PD,0SCI,0ENTEC,0HPE,0HUM,0MDAN,0FODA,0HPE,0MDTW,1PLP,,
914,220481,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0FODA,0HPE,0HUM,0CR8WTG,0DRAB,0JEW,1PLP,,
916,220483,10,0CARE,0ENG,0MTH,0PD,0SCI,0ENTEC,0HPE,0HUM,0MDAN,0FDINV,0HPE,0MDTW,1PLP,,
921,220489,10,0CARE,0ENG,0MTH,0PD,0SCI,0DTPRO,0HPE,0MUSA,1PLP,0FODA,0HPE,0HUM,0MUSB,,
928,220497,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTA,0ENTEC,0HPE,0HUM,0FODA,0HPE,0MDTW,1PLP,,
932,220502,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTB,0FODA,0HPE,0HUM,,,,,,
933,220503,10,0CARE,0EALA,0MTH,0PD,0SCI,0FODA,0HPE,0JEW,1PLP,,,,,,
939,220509,10,0CARE,0ENG,0MTH,0PD,0SCI,0ARTB,0HPE,0MDTW,1PLP,,,,,,
